,user,artist,weight
26863,Gabbi,Black Sabbath,614
26864,Gabbi,Blaze,84
26865,Gabbi,Blue Murder,102
26866,Gabbi,Bruce Dickinson,337
26867,Gabbi,Captain Beyond,64
26868,Gabbi,Chickenfoot,123
26869,Gabbi,Deep Purple,632
26870,Gabbi,Diamond Head,86
26871,Gabbi,Dio,426
26872,Gabbi,Foo Fighters,555
26873,Gabbi,Frank Marino,244
26874,Gabbi,Frank Marino & Mahogany Rush,236
26875,Gabbi,Grand Funk Railroad,367
26876,Gabbi,Guns N' Roses,81
26877,Gabbi,Halford,103
26878,Gabbi,Heart,934
26879,Gabbi,Iron Maiden,1152
26880,Gabbi,Judas Priest,562
26881,Gabbi,KISS,112
26882,Gabbi,Led Zeppelin,296
26883,Gabbi,Mahogany Rush,77
26884,Gabbi,MotÃ¶rhead,489
26885,Gabbi,Nirvana,187
26886,Gabbi,Ozzy Osbourne,298
26887,Gabbi,Pantera,61
26888,Gabbi,QueensrÃ¿che,151
26889,Gabbi,Rainbow,538
26890,Gabbi,Rise Against,212
26891,Gabbi,Rush,523
26892,Gabbi,The Beatles,62
26893,Gabbi,The Clash,81
26894,Gabbi,The Dears,303
26895,Gabbi,Thin Lizzy,799
26896,Gabbi,Van Halen,120
26897,Gabbi,Whitesnake,224
26898,Gabbi,Wolfmother,424
26899,Gabbi,Yngwie Malmsteen,59
26900,Gabbie,A Subarctic 2000 5771 Of,118
26901,Gabbie,Air,33
26902,Gabbie,Amiina,39
26903,Gabbie,Aphex Twin,35
26904,Gabbie,Asher Roth,102
26905,Gabbie,Autechre,54
26906,Gabbie,BjÃ¶rk,69
26907,Gabbie,Bonnie 'Prince' Billy,77
26908,Gabbie,Cage the Elephant,103
26909,Gabbie,Claude-Michel SchÃ¶nberg,124
26910,Gabbie,EinstÃ¼rzende Neubauten,35
26911,Gabbie,Elliott Smith,44
26912,Gabbie,Frank Black,32
26913,Gabbie,Frank Zappa,27
26914,Gabbie,Gorillaz,41
26915,Gabbie,Green Romance Orchestra,25
26916,Gabbie,Hauschka,32
26917,Gabbie,Helios,72
26918,Gabbie,Jenni Potts,155
26919,Gabbie,Joni Mitchell,62
26920,Gabbie,Kangding Ray,31
26921,Gabbie,Manual,40
26922,Gabbie,Meat Beat Manifesto,45
26923,Gabbie,Miles Davis,56
26924,Gabbie,Nine Inch Nails,46
26925,Gabbie,OutKast,40
26926,Gabbie,Pan Sonic,25
26927,Gabbie,Portishead,34
26928,Gabbie,Prince,40
26929,Gabbie,Prosser,46
26930,Gabbie,Radiohead,190
26931,Gabbie,"Riley, Terry (1935-)",45
26932,Gabbie,Sigur RÃ³s,65
26933,Gabbie,Sly & The Family Stone,30
26934,Gabbie,Spiritualized,45
26935,Gabbie,"Stravinsky, Igor (1882-1971)",44
26936,Gabbie,Suruaika,89
26937,Gabbie,Tape,36
26938,Gabbie,The Album Leaf,31
26939,Gabbie,The Beatles,88
26940,Gabbie,The Rolling Stones,28
26941,Gabbie,The Trucks,37
26942,Gabbie,Thomas Fehlmann,35
26943,Gabbie,Throbbing Gristle,26
26944,Gabbie,mÃºm,48
26945,Gabie,50 Cent,105
26946,Gabie,Alicia Keys,148
26947,Gabie,Ashlee Simpson,506
26948,Gabie,Avril Lavigne,1559
26949,Gabie,BeyoncÃ©,1050
26950,Gabie,Black Eyed Peas,836
26951,Gabie,Bob Marley,68
26952,Gabie,Britney Spears,8668
26953,Gabie,Chris Brown,417
26954,Gabie,Christina Aguilera,680
26955,Gabie,Ciara,368
26956,Gabie,Conflicting Interests Other Species,7384
26957,Gabie,Destiny's Child,160
26958,Gabie,Dido,78
26959,Gabie,Eminem,248
26960,Gabie,Fergie,469
26961,Gabie,Gwen Stefani,1314
26962,Gabie,JoJo,146
26963,Gabie,Katy Perry,195
26964,Gabie,Ke$ha,449
26965,Gabie,Kelly Clarkson,231
26966,Gabie,Kylie Minogue,274
26967,Gabie,Lily Allen,90
26968,Gabie,Madonna,659
26969,Gabie,Miley Cyrus,95
26970,Gabie,Natalie Imbruglia,72
26971,Gabie,Natasha Bedingfield,170
26972,Gabie,Ne-Yo,79
26973,Gabie,Nicole Scherzinger,295
26974,Gabie,P!nk,78
26975,Gabie,Paris Hilton,87
26976,Gabie,Pitty,136
26977,Gabie,Rihanna,2628
26978,Gabie,Roger Eno,846
26979,Gabie,Roxette,100
26980,Gabie,Shakira,269
26981,Gabie,Shania Twain,70
26982,Gabie,Spice Girls,237
26983,Gabie,The Dandy Warhols,124
26984,Gabie,Timbaland,109
26985,Gabie,Usher,176
26986,Gabie,Vanessa Hudgens,214
26987,Gabriel,65daysofstatic,468
26988,Gabriel,Air,108
26989,Gabriel,Amiina,70
26990,Gabriel,Architecture in Helsinki,173
26991,Gabriel,Arctic Monkeys,364
26992,Gabriel,Asobi Seksu,152
26993,Gabriel,Barry likumahuwa,95
26994,Gabriel,Blur,842
26995,Gabriel,Club 8,177
26996,Gabriel,Datarock,97
26997,Gabriel,Explosions in the Sky,408
26998,Gabriel,Foals,63
26999,Gabriel,God Is an Astronaut,479
27000,Gabriel,Hollywood Nobody,102
27001,Gabriel,Homogenic,123
27002,Gabriel,If These Trees Could Talk,93
27003,Gabriel,Joy Division,339
27004,Gabriel,JÃ³nsi,135
27005,Gabriel,LITE,67
27006,Gabriel,M83,171
27007,Gabriel,Mew,544
27008,Gabriel,Mogwai,145
27009,Gabriel,My Bloody Valentine,523
27010,Gabriel,New Order,96
27011,Gabriel,Oasis,684
27012,Gabriel,Passion Pit,63
27013,Gabriel,Pure Saturday,224
27014,Gabriel,RÃ¶yksopp,231
27015,Gabriel,She & Him,166
27016,Gabriel,Sigur RÃ³s,456
27017,Gabriel,Sonic Youth,216
27018,Gabriel,Suede,287
27019,Gabriel,Telefon Tel Aviv,195
27020,Gabriel,The Lightning Seeds,132
27021,Gabriel,The Radio Dept.,329
27022,Gabriel,The Trees & The Wild,55
27023,Gabriel,TÃ©lÃ©popmusik,149
27024,Gabriel,tÃ©,108
27025,Gabriel,Ãlafur Arnalds,361
27026,Gabriella,13,1567
27027,Gabriella,Big Boys,1821
27028,Gabriella,Black Star Liner,2009
27029,Gabriella,Black Tide,268
27030,Gabriella,Blue London,2196
27031,Gabriella,Conformity Persuasion Namesake This Will,1097
27032,Gabriella,Dil Se,1934
27033,Gabriella,Evol Intent,1920
27034,Gabriella,Evridiki,1733
27035,Gabriella,In Headbody,1333
27036,Gabriella,Including Diet General Electric,1803
27037,Gabriella,Isaac Shepard,1189
27038,Gabriella,John Stoneham,1170
27039,Gabriella,LaVern Baker,1932
27040,Gabriella,M.A.N.D.Y.,1402
27041,Gabriella,Many Localized Of,867
27042,Gabriella,Mechanical Means Virginia,29
27043,Gabriella,Miss Caffeina,2027
27044,Gabriella,Namely The And Stable Water,471
27045,Gabriella,No Entry,168
27046,Gabriella,Opeth,2273
27047,Gabriella,Red Car Wire,2197
27048,Gabriella,Sciences,2146
27049,Gabriella,Siegfried 2002 All Cloud,1949
27050,Gabriella,Soundgarden,1537
27051,Gabriella,TeddyLoid,1803
27052,Gabriella,The Young Farm Products Came,1754
27053,Gabriella,This Is Hell,1762
27054,Gabriella,Vaivencida,1052
27055,Gabriella,Virtue Denotes Chicago The,482
27056,Gabriella,Which Ends Modes,1485
27057,Gabriella,X-Clan,540
27058,Gabriella,ibrahim paÅalÄ±,1923
27059,Gabriella,ã¢ã³ã¸ã§ã©ã»ã¢ã­,1846
27060,Galina,Aly & AJ,16209
27061,Galina,Anneliese van der Pol,1713
27062,Galina,Archie Star,3065
27063,Galina,Ashlee Simpson,4240
27064,Galina,Ashley Tisdale,8563
27065,Galina,Avril Lavigne,7558
27066,Galina,Axiz,4112
27067,Galina,Backstreet Boys,2422
27068,Galina,Blake Lewis,2657
27069,Galina,BoA,2660
27070,Galina,Britney Spears,48793
27071,Galina,Cascada,2921
27072,Galina,Christy,2087
27073,Galina,Colbie Caillat,3321
27074,Galina,Dan Gibson,1476
27075,Galina,Fefe Dobson,3998
27076,Galina,Glee Cast,3128
27077,Galina,Groove Coverage,2613
27078,Galina,Hannah Montana,2448
27079,Galina,Heat Records Influencers That Can,10257
27080,Galina,Hilary Duff,7514
27081,Galina,In Classical,39728
27082,Galina,Jonathan Larson,4860
27083,Galina,Kelly Clarkson,4761
27084,Galina,Lady Gaga,2681
27085,Galina,Lillix,2806
27086,Galina,Local H,29261
27087,Galina,Mandy Moore,3182
27088,Galina,Mariah Carey,1499
27089,Galina,Meg & Dia,6734
27090,Galina,Michelle Branch,14386
27091,Galina,Miley Cyrus,1837
27092,Galina,Paramore,4387
27093,Galina,Plain White T's,1831
27094,Galina,Rihanna,2000
27095,Galina,Ronnie Day,1935
27096,Galina,Ryan Tedder,5275
27097,Galina,Spiritual Front,41688
27098,Galina,Stacie Orrico,3884
27099,Galina,Taylor Swift,10962
27100,Galina,The All-American Rejects,3724
27101,Galina,The Hush Sound,1353
27102,Galina,UCLA Random Voices,2138
27103,Galina,We The Kings,1831
27104,Galina,Yellowcard,2249
27105,Garnette,30 Seconds to Mars,1639
27106,Garnette,A Perfect Circle,1056
27107,Garnette,Audioslave,348
27108,Garnette,Breaking Benjamin,341
27109,Garnette,Bruna Caram,1386
27110,Garnette,Bush,344
27111,Garnette,Chevelle,957
27112,Garnette,Coheed and Cambria,394
27113,Garnette,Deftones,396
27114,Garnette,Drowning Pool,345
27115,Garnette,Fall Out Boy,813
27116,Garnette,Feeder,341
27117,Garnette,Flyleaf,395
27118,Garnette,Ill NiÃ±o,275
27119,Garnette,Incubus,1655
27120,Garnette,Korn,1546
27121,Garnette,Lacuna Coil,420
27122,Garnette,Linkin Park,2243
27123,Garnette,Lostprophets,493
27124,Garnette,Marilyn Manson,476
27125,Garnette,Nonpoint,360
27126,Garnette,Paramore,2098
27127,Garnette,Placebo,565
27128,Garnette,Puddle of Mudd,319
27129,Garnette,Queens of the Stone Age,510
27130,Garnette,Rise Against,695
27131,Garnette,System of a Down,428
27132,Garnette,The Smashing Pumpkins,564
27133,Garnette,Tool,1033
27134,Garnette,Trapt,382
27135,Gay,3 Doors Down,182
27136,Gay,30 Seconds to Mars,217
27137,Gay,Alanis Morissette,203
27138,Gay,Aluto,133
27139,Gay,April Matson,238
27140,Gay,Avril Lavigne,127
27141,Gay,Charlie Brown Jr.,146
27142,Gay,Creed,210
27143,Gay,Demi Lovato,237
27144,Gay,Evanescence,205
27145,Gay,Fernando & Sorocaba,364
27146,Gay,Flyleaf,443
27147,Gay,Humberto & Ronaldo,414
27148,Gay,James Blunt,171
27149,Gay,Janaynna Targino,212
27150,Gay,Jason Mraz,591
27151,Gay,John Mayer,534
27152,Gay,Jorge & Mateus,539
27153,Gay,JoÃ£o Bosco & VinÃ­cius,138
27154,Gay,Justin Bieber,271
27155,Gay,Katy Perry,465
27156,Gay,Ke$ha,150
27157,Gay,Lady Antebellum,120
27158,Gay,Lady Gaga,304
27159,Gay,LegiÃ£o Urbana,171
27160,Gay,Luan Santana,198
27161,Gay,Mariah Carey,268
27162,Gay,Miley Cyrus,646
27163,Gay,Nickelback,281
27164,Gay,Paramore,1186
27165,Gay,Pink,133
27166,Gay,Red Hot Chili Peppers,99
27167,Gay,Rosa De Saron,380
27168,Gay,Santorine,669
27169,Gay,Scorpions,677
27170,Gay,Switchfoot,180
27171,Gay,Taylor Swift,251
27172,Gay,The Cranberries,116
27173,Gay,kenneth e Danilo,169
27174,Gay,ãããã®ããã,709
27175,Gayle,A Flock of Seagulls,345
27176,Gayle,Bee Gees,305
27177,Gayle,Brooks & Dunn,517
27178,Gayle,Bryan Adams,354
27179,Gayle,Darren Hayes,201
27180,Gayle,Depeche Mode,4461
27181,Gayle,Duran Duran,1330
27182,Gayle,During Ramadan á¼®Î¸Î¿Ï,400
27183,Gayle,Eagles,315
27184,Gayle,Ebru YaÅar,23
27185,Gayle,Echo & The Bunnymen,251
27186,Gayle,Electric Light Orchestra,1167
27187,Gayle,Elton John,187
27188,Gayle,Erasure,645
27189,Gayle,Five Star,894
27190,Gayle,Fleetwood Mac,299
27191,Gayle,Gang Starr,2326
27192,Gayle,Hall & Oates,538
27193,Gayle,Heart,542
27194,Gayle,Howard Jones,325
27195,Gayle,INXS,174
27196,Gayle,Iris,348
27197,Gayle,JLS,239
27198,Gayle,Kim Wilde,546
27199,Gayle,Kylie Minogue,473
27200,Gayle,Level 42,254
27201,Gayle,Linkin Park,291
27202,Gayle,Living G,1916
27203,Gayle,Madness,264
27204,Gayle,Madonna,520
27205,Gayle,Mashonda,592
27206,Gayle,Michael Jackson,491
27207,Gayle,Milk Inc.,422
27208,Gayle,New Order,654
27209,Gayle,Nik Kershaw,874
27210,Gayle,Painting And,2208
27211,Gayle,Pet Shop Boys,1148
27212,Gayle,Richard Marx,718
27213,Gayle,Roxette,442
27214,Gayle,Talk Talk,241
27215,Gayle,"Tamura Yukari, Nana Mizuki and Nanoha A's Seiyuu",1895
27216,Gayle,The Cars,475
27217,Gayle,The Cure,323
27218,Gayle,The Human League,312
27219,Gayle,The Index Bend And,515
27220,Gayle,The Smiths,262
27221,Gayle,Thompson Twins,325
27222,Gaynor,AFI,151
27223,Gaynor,ASHES dIVIDE,128
27224,Gaynor,All That Remains,261
27225,Gaynor,Bandista,1520
27226,Gaynor,Bloc Party,162
27227,Gaynor,Boards of Canada,307
27228,Gaynor,Company He,493
27229,Gaynor,Depeche Mode,64
27230,Gaynor,HenriK FÃ©lix,33
27231,Gaynor,IAMX,277
27232,Gaynor,Included Representatives By Each State,1118
27233,Gaynor,Interpol,101
27234,Gaynor,Joan Baez & Bob Dylan,1313
27235,Gaynor,Joey Ramone,843
27236,Gaynor,Kaiser Chiefs,73
27237,Gaynor,Kasabian,527
27238,Gaynor,Kings of Leon,205
27239,Gaynor,La Roux,82
27240,Gaynor,Lacuna Coil,76
27241,Gaynor,Lily Allen,176
27242,Gaynor,Little Boots,55
27243,Gaynor,MGMT,56
27244,Gaynor,Metallica,62
27245,Gaynor,Moby,106
27246,Gaynor,My Bloody Valentine,226
27247,Gaynor,NOFX,199
27248,Gaynor,Nine Inch Nails,184
27249,Gaynor,Pearl Jam,152
27250,Gaynor,Phoenix,107
27251,Gaynor,Pixies,383
27252,Gaynor,Porcupine Tree,149
27253,Gaynor,Puscifer,144
27254,Gaynor,Rammstein,865
27255,Gaynor,Resentment Built Indicators,567
27256,Gaynor,Rise Against,134
27257,Gaynor,RÃ¶yksopp,160
27258,Gaynor,Silver Forest,683
27259,Gaynor,Sixpence None the Richer,130
27260,Gaynor,Skank,683
27261,Gaynor,Sneaker Pimps,281
27262,Gaynor,Switchfoot,128
27263,Gaynor,The Fray,94
27264,Gaynor,The xx,1549
27265,Gaynor,Three Days Grace,1242
27266,Gaynor,To Encourage Proposition 22,1484
27267,Gaynor,Tool,391
27268,Gaynor,Tricky,48
27269,Gaynor,Weezer,1392
27270,Gaynor,White Lies,755
27271,Gaynor,Ð¡Ð¼Ð¾ÐºÐ¸ ÐÐ¾,785
27272,Gena,808 State,379
27273,Gena,Air,1402
27274,Gena,Animal Collective,480
27275,Gena,Aphex Twin,420
27276,Gena,Arcade Fire,603
27277,Gena,Boards of Canada,811
27278,Gena,Brian Eno,3340
27279,Gena,Brian Eno & David Byrne,273
27280,Gena,Cabaret Voltaire,337
27281,Gena,Can,319
27282,Gena,Charlotte Gainsbourg,605
27283,Gena,Cocteau Twins,386
27284,Gena,Deerhunter,370
27285,Gena,Depeche Mode,2255
27286,Gena,Electronic,489
27287,Gena,Happy Mondays,613
27288,Gena,Hot Chip,689
27289,Gena,Investigate In Swimming And,94
27290,Gena,Joy Division,711
27291,Gena,Kraftwerk,1277
27292,Gena,LCD Soundsystem,494
27293,Gena,M.I.A.,736
27294,Gena,M83,327
27295,Gena,Marcos Valle,3344
27296,Gena,Massive Attack,957
27297,Gena,My Bloody Valentine,1092
27298,Gena,New Order,3634
27299,Gena,Paramore,4064
27300,Gena,PeeWee,993
27301,Gena,Pet Shop Boys,4433
27302,Gena,Primal Scream,1143
27303,Gena,R.E.M.,575
27304,Gena,Radiohead,726
27305,Gena,SOiL,3670
27306,Gena,Serge Gainsbourg,1198
27307,Gena,Shunsuke Kida,3800
27308,Gena,Suicide,259
27309,Gena,Talking Heads,1518
27310,Gena,The Acorn,1415
27311,Gena,The Jesus and Mary Chain,823
27312,Gena,The Like,3517
27313,Gena,The Orb,287
27314,Gena,The Replacements,227
27315,Gena,The Smiths,605
27316,Gena,Twin Sister,1921
27317,Gena,U2,1202
27318,Gena,XTC,1936
27319,Gena,Yeah Yeah Yeahs,225
27320,Gena,åæ¬é¾ä¸,441
27321,Gene,2 June Of,1586
27322,Gene,Albert Collins,2331
27323,Gene,B.o.B feat. Eminem & Hayley Williams,2124
27324,Gene,Cats Select,2102
27325,Gene,Each,10
27326,Gene,Gary Barlow,149
27327,Gene,Hadiqa Kiani,880
27328,Gene,Hatred Surge,1398
27329,Gene,Josh Ritter,20
27330,Gene,La Bouche,1714
27331,Gene,Men at Work,332
27332,Gene,Omega,2145
27333,Gene,Study,10
27334,Gene,Triinu Kivilaan,1275
27335,Genevra,Anya Marina,173
27336,Genevra,Arctic Monkeys,187
27337,Genevra,Bat for Lashes,288
27338,Genevra,Beck,224
27339,Genevra,Blue Stahli,1048
27340,Genevra,Blur,214
27341,Genevra,Crystal Castles,117
27342,Genevra,David Bowie,118
27343,Genevra,Ellie Goulding,160
27344,Genevra,Garbage,418
27345,Genevra,Generally Worked Articles Go Through,593
27346,Genevra,Grammatik,1332
27347,Genevra,I-Dep,729
27348,Genevra,John Mayer,282
27349,Genevra,Joy Division,640
27350,Genevra,Kris Allen,169
27351,Genevra,Les Discrets,55
27352,Genevra,Lily Allen,128
27353,Genevra,Los Crudos,890
27354,Genevra,M.I.A.,177
27355,Genevra,Maroon 5,309
27356,Genevra,Metric,629
27357,Genevra,Mew,285
27358,Genevra,Mika,324
27359,Genevra,OneRepublic,833
27360,Genevra,P!nk,165
27361,Genevra,Phoenix,457
27362,Genevra,Pixies,465
27363,Genevra,Placebo,212
27364,Genevra,Radiohead,695
27365,Genevra,Remained Strong Oecd,1698
27366,Genevra,Sophie Ellis-Bextor,154
27367,Genevra,Strain Mechanical Law,581
27368,Genevra,The Beatles,635
27369,Genevra,The Killers,2007
27370,Genevra,The Pete Best Combo,1643
27371,Genevra,The xx,165
27372,Genevra,Thom Yorke,196
27373,Genevra,Travis,181
27374,Genevra,Vampire Weekend,228
27375,Genevra,Yohimbe Brothers,1594
27376,Genevra,××¨××§ ××¨××,107
27377,Genna,Alanis Morissette,490
27378,Genna,Alessandro Scarlatti,30693
27379,Genna,Alicia Keys,467
27380,Genna,Ben Moody,754
27381,Genna,BeyoncÃ©,953
27382,Genna,Bowerbirds,102046
27383,Genna,Britney Spears,1549
27384,Genna,By Ernest Have Security Measures,67554
27385,Genna,Chris Tomlin,522
27386,Genna,DQ,39704
27387,Genna,Daughtry,696
27388,Genna,Desperation Band,941
27389,Genna,Destiny's Child,861
27390,Genna,Dido,2243
27391,Genna,En espÃ­ritu y en verdad,884
27392,Genna,Evanescence,103788
27393,Genna,Flyleaf,1961
27394,Genna,Hillsong London,612
27395,Genna,Hillsong United,7741
27396,Genna,Jarabe de Palo,73685
27397,Genna,Jennifer Lopez,449
27398,Genna,Jennifer Lopez ft. Pitbull,19669
27399,Genna,Kabah,1068
27400,Genna,Katy Perry,1602
27401,Genna,Ke$ha,6279
27402,Genna,Kelly Clarkson,3351
27403,Genna,Keri Hilson,666
27404,Genna,La Oreja de Van Gogh,612
27405,Genna,Lady Gaga,478
27406,Genna,Linkin Park,545
27407,Genna,Mother Vulpine,122479
27408,Genna,Nancy Sinatra & Lee Hazlewood,3169
27409,Genna,NataÅ¡a Bekvalac,60735
27410,Genna,Nelly Furtado,4571
27411,Genna,Nightwish,2988
27412,Genna,P!nk,797
27413,Genna,Paramore,5826
27414,Genna,Raven-SymonÃ©,76809
27415,Genna,Rojo,548
27416,Genna,Scracho,100099
27417,Genna,Seether,511
27418,Genna,The Cranberries,1431
27419,Genna,The Fray,926
27420,Genna,The Killers,799
27421,Genna,The Script,3892
27422,Genna,The Veronicas,16271
27423,Genna,Timbaland,923
27424,Genna,Vertical Horizon,582
27425,Genna,We Are the Fallen,3420
27426,Genna,t.A.T.u.,1299
27427,Genni,50 Cent,263
27428,Genni,Athena,168
27429,Genni,BarÄ±Å ManÃ§o,288
27430,Genni,BeyoncÃ©,138
27431,Genni,Britney Spears,951
27432,Genni,BrulÃ©,488
27433,Genni,Dannii Minogue,493
27434,Genni,David Bowie,249
27435,Genni,Destiny's Child,117
27436,Genni,Donna Summer,871
27437,Genni,Garbage,356
27438,Genni,Isaac Hayes,536
27439,Genni,James Brown,101
27440,Genni,Janet Jackson,5840
27441,Genni,Jennifer Lopez,180
27442,Genni,Jermaine Jackson,290
27443,Genni,Jody Watley,493
27444,Genni,Kylie Minogue,2470
27445,Genni,La Toya Jackson,218
27446,Genni,Leon Ware,98
27447,Genni,MFÃ,147
27448,Genni,Mariah Carey,299
27449,Genni,Marilyn Manson,202
27450,Genni,Marvin Gaye,957
27451,Genni,Michael Jackson,1556
27452,Genni,Mohicans,692
27453,Genni,Mustafa Sandal,332
27454,Genni,Native American,674
27455,Genni,Placebo,1331
27456,Genni,Prince,187
27457,Genni,Queens of the Stone Age,240
27458,Genni,Rammstein,527
27459,Genni,Ricky Martin,143
27460,Genni,Rihanna,219
27461,Genni,Sacred Spirit Drums,481
27462,Genni,Stevie Wonder,117
27463,Genni,Tarkan,430
27464,Genni,Teddy Pendergrass,270
27465,Genni,The Jackson 5,378
27466,Genni,The Offspring,287
27467,Genni,The Police,503
27468,Genni,Usher,178
27469,Gennie,Alien Produkt,652
27470,Gennie,All Time Lowã©º,644
27471,Gennie,Archgoat,115
27472,Gennie,Bureaucracy Including Themselves Healthy,2626
27473,Gennie,C 644,1602
27474,Gennie,Cage,1915
27475,Gennie,Certificate Of 2010 He,1918
27476,Gennie,Diagnose Treat,1299
27477,Gennie,Doom Unit,1113
27478,Gennie,Eric Saade,1549
27479,Gennie,Expose,1715
27480,Gennie,Freakpower,2270
27481,Gennie,Get Scared,784
27482,Gennie,Grace Potter and the Nocturnals,2000
27483,Gennie,Grouper,1322
27484,Gennie,Include,2083
27485,Gennie,L'Homme Puma,2586
27486,Gennie,La Dispute,1908
27487,Gennie,Magtens Korridorer,43
27488,Gennie,Matt White,1558
27489,Gennie,Michael W. Smith,140
27490,Gennie,MinistÃ©rio Trazendo a Arca,1316
27491,Gennie,Nasri,93
27492,Gennie,Other Studies,28
27493,Gennie,Paul Rodgers,2116
27494,Gennie,Prakeikimas,951
27495,Gennie,Roddy Frame,456
27496,Gennie,Said the Whale,2398
27497,Gennie,Stevie Ray Vaughan,2695
27498,Gennie,Subliminal Attraction,1857
27499,Gennie,To,2262
27500,Gennie,Upsurt,2243
27501,Gennie,cLOUDDEAD,769
27502,Gennie,flood feelings,1505
27503,Gennie,ì í,1547
27504,Gennifer,All Time Low,164
27505,Gennifer,Amy Macdonald,165
27506,Gennifer,Amy Studt,291
27507,Gennifer,Amy Winehouse,382
27508,Gennifer,Ana Johnsson,227
27509,Gennifer,Automatic Loveletter,181
27510,Gennifer,Bethany Joy Lenz,202
27511,Gennifer,BoA,648
27512,Gennifer,Britney Spears,492
27513,Gennifer,Christina Aguilera,1900
27514,Gennifer,Dalton,3721
27515,Gennifer,David Nevue,4150
27516,Gennifer,Fake Number,241
27517,Gennifer,Fergie,499
27518,Gennifer,Hey Monday,403
27519,Gennifer,I Nine,327
27520,Gennifer,Jay-Blaze,3858
27521,Gennifer,Jessica Harp,278
27522,Gennifer,Joanna Pacitti,307
27523,Gennifer,Kate Nash,149
27524,Gennifer,Kate Voegele,723
27525,Gennifer,Kelly Clarkson,1121
27526,Gennifer,Lady Gaga,1449
27527,Gennifer,Lillix,978
27528,Gennifer,Lily Allen,304
27529,Gennifer,Lindsay Lohan,670
27530,Gennifer,MariÃ© Digby,282
27531,Gennifer,Marjorie Estiano,327
27532,Gennifer,Michelle Branch,4392
27533,Gennifer,Mika,418
27534,Gennifer,My Chemical Romance,683
27535,Gennifer,Natasha Bedingfield,1120
27536,Gennifer,P!nk,708
27537,Gennifer,Paramore,344
27538,Gennifer,Pink,808
27539,Gennifer,Pitty,840
27540,Gennifer,Raven-SymonÃ©,233
27541,Gennifer,Ric Ocasek,2528
27542,Gennifer,Sam Roberts,4631
27543,Gennifer,Sara Bareilles,381
27544,Gennifer,Sum 41,407
27545,Gennifer,Taylor Swift,337
27546,Gennifer,The Red Jumpsuit Apparatus,365
27547,Gennifer,The Wreckers,1547
27548,Gennifer,We The Kings,198
27549,Gennifer,Word Germany Quasars Pulsars,509
27550,Gennifer,yatagarasu,4004
27551,Genvieve,A Day to Remember,891
27552,Genvieve,A Perfect Circle,404
27553,Genvieve,ADULT.,388
27554,Genvieve,Air,626
27555,Genvieve,Atmosphere,521
27556,Genvieve,Attack Attack!,331
27557,Genvieve,Cadence Weapon,297
27558,Genvieve,Chiodos,1323
27559,Genvieve,Dance Gavin Dance,689
27560,Genvieve,Emarosa,365
27561,Genvieve,Ghostface Killah,330
27562,Genvieve,Girl Talk,407
27563,Genvieve,Grizzly Bear,842
27564,Genvieve,Its Sector Trucks Were,363
27565,Genvieve,Jay Reatard,619
27566,Genvieve,Jay-Z,461
27567,Genvieve,Ladytron,469
27568,Genvieve,Lil B,277
27569,Genvieve,Lost Sounds,425
27570,Genvieve,Madvillain,317
27571,Genvieve,Mastodon,567
27572,Genvieve,Muse,518
27573,Genvieve,Narvel Felts,127
27574,Genvieve,Nas,377
27575,Genvieve,Proprietary Rule Centers Advanced,609
27576,Genvieve,Quasimoto,481
27577,Genvieve,Sufjan Stevens,845
27578,Genvieve,TV on the Radio,311
27579,Genvieve,The Acacia Strain,801
27580,Genvieve,The Blow,252
27581,Genvieve,The Decemberists,247
27582,Genvieve,The Fall of Troy,504
27583,Genvieve,The Flaming Lips,293
27584,Genvieve,The Roots,343
27585,Genvieve,Tool,440
27586,Genvieve,Wavves,351
27587,Genvieve,of Montreal,677
27588,George,Alanis Morissette,363
27589,George,AngÃ©lica,228
27590,George,Armand van Helden,323
27591,George,BjÃ¶rk,1155
27592,George,Blondie,289
27593,George,Britney Spears,2200
27594,George,Charlie Brown Jr.,297
27595,George,Cher,829
27596,George,Christina Aguilera,753
27597,George,Cyndi Lauper,2531
27598,George,Designer Drugs,1363
27599,George,Donna Summer,1252
27600,George,Global Stage Orchestra,13040
27601,George,Gwen Stefani,427
27602,George,Its Users Growing Trend,9845
27603,George,James Horner,2965
27604,George,Janet Jackson,538
27605,George,Jason Mraz,412
27606,George,Jennifer Lopez,1430
27607,George,Justin Timberlake,328
27608,George,Katy Perry,457
27609,George,Kelly Rowland,192
27610,George,Kylie Minogue,3988
27611,George,Lacunosus Holes Truth,5039
27612,George,Lindsay Lohan,405
27613,George,Luiza Possi,803
27614,George,Madonna,17767
27615,George,Mamluks The The,12899
27616,George,Mariah Carey,210
27617,George,Marisa Monte,638
27618,George,Michael Jackson,815
27619,George,Ministry of Sound,182
27620,George,Miss Kittin,3712
27621,George,Mozart Season,13953
27622,George,Nelly Furtado,390
27623,George,Nena,14780
27624,George,Os Mutantes,329
27625,George,Roxette,262
27626,George,RÃ¶yksopp,277
27627,George,Shade Empire,7608
27628,George,Shakira,537
27629,George,Sophie Ellis-Bextor,449
27630,George,Spice Girls,274
27631,George,ThalÃ­a,241
27632,George,The B-52's,238
27633,George,The Pussycat Dolls,305
27634,George,Tina Turner,226
27635,George,Wildfire Willie & The Ramblers,2190
27636,George,Xuxa,520
27637,Georgeanna,3OH!3,51
27638,Georgeanna,All Time Low,69
27639,Georgeanna,Anarbor,62
